occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
BogFungi_8795,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8796,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8797,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8798,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8799,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8800,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8801,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8802,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8803,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8804,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8805,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8806,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8807,Cortinarius biformis,Cortinarius biformis Fr.,2528973,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis,Cortinarius biformis,Fr.,2528973,
BogFungi_8808,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8809,Cortinarius glandicolor/coleoptera,Cortinarius glandicolor (Fr.) Fr.,7244568,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius glandicolor,Cortinarius glandicolor,(Fr.) Fr.,7244568,
BogFungi_8810,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_8811,Cortinarius biformis,Cortinarius biformis Fr.,2528973,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis,Cortinarius biformis,Fr.,2528973,
BogFungi_8812,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8813,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8814,Cortinarius biformis,Cortinarius biformis Fr.,2528973,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis,Cortinarius biformis,Fr.,2528973,
BogFungi_8815,Galerina calyptrata s.l.,Galerina calyptrata P.D.Orton,2533899,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina calyptrata,Galerina calyptrata,P.D.Orton,2533899,
BogFungi_8816,Cortinarius semisanguineus/cruentiphyllus,Cortinarius semisanguineus (Fr.) Gillet,2529327,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus,(Fr.) Gillet,2529327,
BogFungi_8817,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8818,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_8819,Galerina calyptrata s.l.,Galerina calyptrata P.D.Orton,2533899,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina calyptrata,Galerina calyptrata,P.D.Orton,2533899,
BogFungi_8820,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8821,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8822,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8823,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8824,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8825,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8826,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8827,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8828,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8829,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8830,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8831,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8832,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8833,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8834,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_8835,Cortinarius,"Cortinarius (Pers.) Gray, 1821",2524960,EXACT,92,DOUBTFUL,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,Cortinarius,"(Pers.) Gray, 1821",2524960,
BogFungi_8836,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8837,Cortinarius glandicolor/coleoptera,Cortinarius glandicolor (Fr.) Fr.,7244568,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius glandicolor,Cortinarius glandicolor,(Fr.) Fr.,7244568,
BogFungi_8838,Cortinarius biformis,Cortinarius biformis Fr.,2528973,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis,Cortinarius biformis,Fr.,2528973,
BogFungi_8839,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8840,Gymnopus sp,Gymnopus (Pers.) Roussel,2527767,HIGHERRANK,92,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,,Gymnopus,(Pers.) Roussel,2527767,
BogFungi_8841,Cortinarius biformis,Cortinarius biformis Fr.,2528973,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis,Cortinarius biformis,Fr.,2528973,
BogFungi_8842,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_8843,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8844,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8845,Cortinarius biformis,Cortinarius biformis Fr.,2528973,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis,Cortinarius biformis,Fr.,2528973,
BogFungi_8846,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_8847,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8848,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8849,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_8850,Cortinarius biformis,Cortinarius biformis Fr.,2528973,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis,Cortinarius biformis,Fr.,2528973,
BogFungi_8851,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8852,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8853,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_8854,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8855,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8856,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8857,Galerina sphagnorum,Galerina sphagnorum (Pers.) Kühner,9067519,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnorum,Galerina sphagnorum,(Pers.) Kühner,9067519,
BogFungi_8858,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8859,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8860,Cortinarius biformis,Cortinarius biformis Fr.,2528973,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius biformis,Cortinarius biformis,Fr.,2528973,
BogFungi_8861,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_8862,Cortinarius semisanguineus/cruentiphyllus,Cortinarius semisanguineus (Fr.) Gillet,2529327,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus,(Fr.) Gillet,2529327,
BogFungi_8863,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8864,Gymnopus androsaceus,Gymnopus androsaceus (L.) Della Magg. & Trassin.,7769302,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus androsaceus,Gymnopus androsaceus,(L.) Della Magg. & Trassin.,7769302,
BogFungi_8865,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8866,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8867,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8868,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8869,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8870,Lactarius rufus,Lactarius rufus (Scop.) Fr.,5248684,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius rufus,Lactarius rufus,(Scop.) Fr.,5248684,
BogFungi_8871,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8872,Gymnopus sp,Gymnopus (Pers.) Roussel,2527767,HIGHERRANK,92,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,,Gymnopus,(Pers.) Roussel,2527767,
BogFungi_8873,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8874,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8875,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8876,Cortinarius davemallochii,"Cortinarius davemallochii Ammirati, Niskanen & Liimat.",8096082,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius davemallochii,Cortinarius davemallochii,"Ammirati, Niskanen & Liimat.",8096082,
BogFungi_8877,Bogbodia uda,Bogbodia uda (Pers.) Redhead,7367525,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Bogbodia,Bogbodia uda,Bogbodia uda,(Pers.) Redhead,7367525,
BogFungi_8878,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8879,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8880,Hypholoma elongatum,Hypholoma elongatum (Pers.) Ricken,9039008,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma elongatum,Hypholoma elongatum,(Pers.) Ricken,9039008,
BogFungi_8881,Hypholoma elongatum,Hypholoma elongatum (Pers.) Ricken,9039008,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma elongatum,Hypholoma elongatum,(Pers.) Ricken,9039008,
BogFungi_8882,Hypholoma elongatum,Hypholoma elongatum (Pers.) Ricken,9039008,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma elongatum,Hypholoma elongatum,(Pers.) Ricken,9039008,
BogFungi_8883,Hypholoma elongatum,Hypholoma elongatum (Pers.) Ricken,9039008,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma elongatum,Hypholoma elongatum,(Pers.) Ricken,9039008,
BogFungi_8884,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_8885,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
