occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
BogFungi_0001,Cortinarius,"Cortinarius (Pers.) Gray, 1821",2524960,EXACT,92,DOUBTFUL,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,Cortinarius,"(Pers.) Gray, 1821",2524960,
BogFungi_0002,Cortinarius,"Cortinarius (Pers.) Gray, 1821",2524960,EXACT,92,DOUBTFUL,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,Cortinarius,"(Pers.) Gray, 1821",2524960,
BogFungi_0003,Galerina atkinsoniana,Galerina atkinsoniana A.H.Sm.,2533879,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina atkinsoniana,Galerina atkinsoniana,A.H.Sm.,2533879,
BogFungi_0004,Mycena epipterygia,Mycena epipterygia (Scop.) Gray,4911751,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena epipterygia,Mycena epipterygia,(Scop.) Gray,4911751,
BogFungi_0005,Collybia cirrhata,Collybia cirrhata (Schumach.) Quél.,2532440,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Collybia,Collybia cirrhata,Collybia cirrhata,(Schumach.) Quél.,2532440,
BogFungi_0006,Mycena pura,Mycena pura (Pers.) P.Kumm.,2527219,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena pura,Mycena pura,(Pers.) P.Kumm.,2527219,
BogFungi_0007,Cortinarius semisanguineus/cruentiphyllus,Cortinarius semisanguineus (Fr.) Gillet,2529327,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus,(Fr.) Gillet,2529327,
BogFungi_0008,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_0009,Galerina atkinsoniana,Galerina atkinsoniana A.H.Sm.,2533879,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina atkinsoniana,Galerina atkinsoniana,A.H.Sm.,2533879,
BogFungi_0010,Cortinarius tenuifulvescens,"Cortinarius tenuifulvescens Kytöv., Niskanen & Liimat.",9656120,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius tenuifulvescens,Cortinarius tenuifulvescens,"Kytöv., Niskanen & Liimat.",9656120,
BogFungi_0011,Pseudoplectania episphagnum,"Pseudoplectania episphagnum (J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Pseudoplectania,Pseudoplectania episphagnum,Pseudoplectania episphagnum,"(J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,
BogFungi_0012,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0013,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0014,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0015,Cortinarius lindstroemii,"Cortinarius lindstroemii Niskanen, Kytov. & Liimat.",11884086,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius lindstroemii,Cortinarius lindstroemii,"Niskanen, Kytov. & Liimat.",11884086,
BogFungi_0016,Cortinarius,"Cortinarius (Pers.) Gray, 1821",2524960,EXACT,92,DOUBTFUL,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,Cortinarius,"(Pers.) Gray, 1821",2524960,
BogFungi_0017,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0018,Mycena galopus,Mycena galopus (Pers.) P.Kumm.,4911815,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena galopus,Mycena galopus,(Pers.) P.Kumm.,4911815,
BogFungi_0019,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0020,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0021,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0022,Lichenomphalia umbellifera,"Lichenomphalia umbellifera (L.) Redhead, Lutzoni, Moncalvo & Vilgalys",5244016,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia,Lichenomphalia umbellifera,Lichenomphalia umbellifera,"(L.) Redhead, Lutzoni, Moncalvo & Vilgalys",5244016,
BogFungi_0023,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_0024,Lactarius rufus,Lactarius rufus (Scop.) Fr.,5248684,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius rufus,Lactarius rufus,(Scop.) Fr.,5248684,
BogFungi_0025,Russula,Russula Pers.,2551169,EXACT,94,ACCEPTED,GENUS,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,Russula,Pers.,2551169,
BogFungi_0026,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_0027,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0028,Gymnopus androsaceus,Gymnopus androsaceus (L.) Della Magg. & Trassin.,7769302,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus androsaceus,Gymnopus androsaceus,(L.) Della Magg. & Trassin.,7769302,
BogFungi_0029,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_0030,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0031,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0032,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_0033,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0034,Cortinarius lindstroemii,"Cortinarius lindstroemii Niskanen, Kytov. & Liimat.",11884086,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius lindstroemii,Cortinarius lindstroemii,"Niskanen, Kytov. & Liimat.",11884086,
BogFungi_0035,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_0036,Auriscalpium vulgare,Auriscalpium vulgare Gray,5248458,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Auriscalpium,Auriscalpium vulgare,Auriscalpium vulgare,Gray,5248458,
BogFungi_0037,Monilinia oxycocci,Monilinia oxycocci (Woronin) Honey,2583327,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Monilinia oxycocci,Monilinia oxycocci,(Woronin) Honey,2583327,
BogFungi_0038,Gymnopus androsaceus,Gymnopus androsaceus (L.) Della Magg. & Trassin.,7769302,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus androsaceus,Gymnopus androsaceus,(L.) Della Magg. & Trassin.,7769302,
BogFungi_0039,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_0040,Cortinarius,"Cortinarius (Pers.) Gray, 1821",2524960,EXACT,92,DOUBTFUL,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,Cortinarius,"(Pers.) Gray, 1821",2524960,
BogFungi_0041,Cortinarius semisanguineus/cruentiphyllus,Cortinarius semisanguineus (Fr.) Gillet,2529327,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius semisanguineus,Cortinarius semisanguineus,(Fr.) Gillet,2529327,
BogFungi_0042,Hebeloma incarnatulum,Hebeloma incarnatulum A.H.Sm.,2533099,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma incarnatulum,Hebeloma incarnatulum,A.H.Sm.,2533099,
BogFungi_0043,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0044,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0045,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0046,Cortinarius glandicolor/coleoptera,Cortinarius glandicolor (Fr.) Fr.,7244568,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius glandicolor,Cortinarius glandicolor,(Fr.) Fr.,7244568,
BogFungi_0047,Mycena concolor,Mycena concolor (J.E.Lange) Kühner,5447663,EXACT,98,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena concolor,Mycena concolor,(J.E.Lange) Kühner,5447663,
BogFungi_0048,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0049,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0050,Mycena galopus,Mycena galopus (Pers.) P.Kumm.,4911815,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena galopus,Mycena galopus,(Pers.) P.Kumm.,4911815,
BogFungi_0051,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0052,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0053,Pseudoplectania episphagnum,"Pseudoplectania episphagnum (J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Pseudoplectania,Pseudoplectania episphagnum,Pseudoplectania episphagnum,"(J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,
BogFungi_0054,Pseudoplectania episphagnum,"Pseudoplectania episphagnum (J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Pseudoplectania,Pseudoplectania episphagnum,Pseudoplectania episphagnum,"(J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,
BogFungi_0055,Pseudoplectania nigrella,Pseudoplectania nigrella (Pers.) Fuckel,2593436,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Pseudoplectania,Pseudoplectania nigrella,Pseudoplectania nigrella,(Pers.) Fuckel,2593436,
BogFungi_0056,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0057,Mycena galopus,Mycena galopus (Pers.) P.Kumm.,4911815,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena galopus,Mycena galopus,(Pers.) P.Kumm.,4911815,
BogFungi_0058,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0059,Xeromphalina campanelloides/setulipes/sp,Xeromphalina campanelloides Redhead,2527308,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina,Xeromphalina campanelloides,Xeromphalina campanelloides,Redhead,2527308,
BogFungi_0060,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0061,Mycena galopus,Mycena galopus (Pers.) P.Kumm.,4911815,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena galopus,Mycena galopus,(Pers.) P.Kumm.,4911815,
BogFungi_0062,Pseudoplectania episphagnum,"Pseudoplectania episphagnum (J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Pseudoplectania,Pseudoplectania episphagnum,Pseudoplectania episphagnum,"(J.Favre) M.Carbone, Agnello & P.Alvarado",7959250,
BogFungi_0063,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0064,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0065,Cortinarius sphagnoravus,"Cortinarius sphagnoravus Liimat., Kytöv., Niskanen & Ammirati",9693059,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius sphagnoravus,Cortinarius sphagnoravus,"Liimat., Kytöv., Niskanen & Ammirati",9693059,
BogFungi_0066,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0067,Galerina sphagnicola,Galerina sphagnicola (G.F.Atk.) A.H.Sm. & Singer,3342671,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina sphagnicola,Galerina sphagnicola,(G.F.Atk.) A.H.Sm. & Singer,3342671,
BogFungi_0068,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0069,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0070,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0071,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0072,Monilinia oxycocci,Monilinia oxycocci (Woronin) Honey,2583327,EXACT,99,ACCEPTED,SPECIES,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Monilinia oxycocci,Monilinia oxycocci,(Woronin) Honey,2583327,
BogFungi_0073,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0074,Cortinarius bataillei,Cortinarius bataillei (J.Favre ex M.M.Moser) Høil.,7363124,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius bataillei,Cortinarius bataillei,(J.Favre ex M.M.Moser) Høil.,7363124,
BogFungi_0075,Arrhenia gerardiana,Arrhenia gerardiana (Peck) Elborne,8112909,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,Arrhenia gerardiana,Arrhenia gerardiana,(Peck) Elborne,8112909,
BogFungi_0076,Cortinarius bataillei,Cortinarius bataillei (J.Favre ex M.M.Moser) Høil.,7363124,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius bataillei,Cortinarius bataillei,(J.Favre ex M.M.Moser) Høil.,7363124,
BogFungi_0077,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0078,Cortinarius,"Cortinarius (Pers.) Gray, 1821",2524960,EXACT,92,DOUBTFUL,GENUS,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,Cortinarius,"(Pers.) Gray, 1821",2524960,
BogFungi_0079,Cortinarius bataillei,Cortinarius bataillei (J.Favre ex M.M.Moser) Høil.,7363124,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius bataillei,Cortinarius bataillei,(J.Favre ex M.M.Moser) Høil.,7363124,
BogFungi_0080,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0081,Cortinarius aurantiobasis/cinnamomeus/davemallochii,Cortinarius aurantiobasis Ammirati & A.H.Sm.,3351066,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius aurantiobasis,Cortinarius aurantiobasis,Ammirati & A.H.Sm.,3351066,
BogFungi_0082,Cortinarius armeniacus/kauffmanianus,Cortinarius armeniacus (Schaeff.) Zawadzki,12012261,EXACT,97,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius armeniacus,Cortinarius armeniacus,(Schaeff.) Zawadzki,12012261,
BogFungi_0083,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
BogFungi_0084,Mycena galopus,Mycena galopus (Pers.) P.Kumm.,4911815,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena galopus,Mycena galopus,(Pers.) P.Kumm.,4911815,
BogFungi_0085,Galerina allospora/sp/sp2,Galerina allospora A.H.Sm. & Singer,2533906,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina allospora,Galerina allospora,A.H.Sm. & Singer,2533906,
BogFungi_0086,Sphagnurus paluster,Sphagnurus paluster (Peck) Redhead & V.Hofst.,8085341,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sphagnurus,Sphagnurus paluster,Sphagnurus paluster,(Peck) Redhead & V.Hofst.,8085341,
BogFungi_0087,Galerina paludosa,Galerina paludosa (Fr.) Kühner,2533888,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,Galerina paludosa,Galerina paludosa,(Fr.) Kühner,2533888,
