SampleID	SampleName	ID запусков	Number of reads	eventDate	month	day	Year	series	season	substrate	project	conservation	samplingApproach	extractionReplica	depth	depthModified	ecosystem	habitat	spill	locality	plotNumber	plantHost	Number of reads < 1500 (exclude from analysis)
197	3	Синтол_3	125919	26.05.2023	5	26	2023	6		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
199	4	Синтол_4	203690	06.06.2023	6	6	2023	6		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
201	5	Синтол_5	62274	06.06.2023	6	6	2023	6		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
203	6	Синтол_6	111646	06.06.2023	6	6	2023	6		mycopins		Drying						Aspen forest		Shapsha		Betula	
205	7	Синтол_7	112980	06.06.2023	6	6	2023	6		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
207	8	Синтол_8	122012	06.06.2023	6	6	2023	6		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
209	9	Синтол_9	109918	06.06.2023	6	6	2023	6		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
211	10	Синтол_10	63435	06.06.2023	6	6	2023	6		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
213	11	Синтол_11	255167	06.06.2023	6	6	2023	6		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
215	12	Синтол_12	269340	06.06.2023	6	6	2023	6		mycopins		Drying						Coniferous forest		Shapsha		Betula	
217	13	Синтол_13	162391	15.06.2023	6	15	2023	7		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
219	14	Синтол_14	30718	15.06.2023	6	15	2023	7		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
221	15	Синтол_15	163843	15.06.2023	6	15	2023	7		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
223	16	Синтол_16	175070	22.06.2023	6	22	2023	7		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
225	17	Синтол_17	118954	22.06.2023	6	22	2023	7		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
227	18	Синтол_18	134249	22.06.2023	6	22	2023	7		mycopins		Drying						Aspen forest		Shapsha		Betula	
229	19	Синтол_19	43372	22.06.2023	6	22	2023	7		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
231	20	Синтол_20	144326	22.06.2023	6	22	2023	7		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
233	21	Синтол_21	140796	22.06.2023	6	22	2023	7		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
235	22	Синтол_22	165772	22.06.2023	6	22	2023	7		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
237	23	Синтол_23	92769	22.06.2023	6	22	2023	7		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
239	24	Синтол_24	103694	22.06.2023	6	22	2023	7		mycopins		Drying						Coniferous forest		Shapsha		Betula	
241	25	Синтол_25	114786	30.06.2023	6	30	2023	8		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
243	26	Синтол_26	48223	30.06.2023	6	30	2023	8		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
245	27	Синтол_27	138701	30.06.2023	6	30	2023	8		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
247	28	Синтол_28	136003	03.07.2023	7	3	2023	8		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
249	29	Синтол_29	114347	03.07.2023	7	3	2023	8		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
251	30	Синтол_30	121988	03.07.2023	7	3	2023	8		mycopins		Drying						Aspen forest		Shapsha		Betula	
253	31	Синтол_31	144725	03.07.2023	7	3	2023	8		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
255	32	Синтол_32	131865	03.07.2023	7	3	2023	8		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
257	33	Синтол_33	121822	03.07.2023	7	3	2023	8		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
259	34	Синтол_34	134587	03.07.2023	7	3	2023	8		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
261	35	Синтол_35	138026	03.07.2023	7	3	2023	8		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
263	36	Синтол_36	89755	03.07.2023	7	3	2023	8		mycopins		Drying						Coniferous forest		Shapsha		Betula	
265	37	Синтол_37	43733	16.07.2023	7	16	2023	9		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
267	38	Синтол_38	100416	16.07.2023	7	16	2023	9		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
269	39	Синтол_39	98093	16.07.2023	7	16	2023	9		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
271	40	Синтол_40	158447	20.07.2023	7	20	2023	9		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
273	41	Синтол_41	169569	20.07.2023	7	20	2023	9		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
275	42	Синтол_42	140469	20.07.2023	7	20	2023	9		mycopins		Drying						Aspen forest		Shapsha		Betula	
277	43	Синтол_43	60127	20.07.2023	7	20	2023	9		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
279	44	Синтол_44	122945	20.07.2023	7	20	2023	9		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
281	45	Синтол_45	66578	20.07.2023	7	20	2023	9		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
283	46	Синтол_46	147880	20.07.2023	7	20	2023	9		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
285	47	Синтол_47	189783	20.07.2023	7	20	2023	9		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
287	48	Синтол_48	133566	20.07.2023	7	20	2023	9		mycopins		Drying						Coniferous forest		Shapsha		Betula	
289	49	Синтол_49	108910	01.08.2023	8	1	2023	10		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
291	50	Синтол_50	50802	01.08.2023	8	1	2023	10		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
293	51	Синтол_51	84108	01.08.2023	8	1	2023	10		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
295	52	Синтол_52	149908	03.08.2023	8	3	2023	10		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
297	53	Синтол_53	81017	03.08.2023	8	3	2023	10		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
299	54	Синтол_54	123139	03.08.2023	8	3	2023	10		mycopins		Drying						Aspen forest		Shapsha		Betula	
301	55	Синтол_55	107238	03.08.2023	8	3	2023	10		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
303	56	Синтол_56	136893	03.08.2023	8	3	2023	10		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
305	57	Синтол_57	106477	03.08.2023	8	3	2023	10		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
307	58	Синтол_58	151695	03.08.2023	8	3	2023	10		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
309	59	Синтол_59	123333	03.08.2023	8	3	2023	10		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
311	60	Синтол_60	137182	03.08.2023	8	3	2023	10		mycopins		Drying						Coniferous forest		Shapsha		Betula	
313	61	Синтол_61	93975	13.08.2023	8	13	2023	11		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
315	62	Синтол_62	105197	13.08.2023	8	13	2023	11		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
317	63	Синтол_63	90908	13.08.2023	8	13	2023	11		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
319	64	Синтол_64	229484	16.08.2023	8	16	2023	11		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
321	65	Синтол_65	144101	16.08.2023	8	16	2023	11		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
323	66	Синтол_66	163947	16.08.2023	8	16	2023	11		mycopins		Drying						Aspen forest		Shapsha		Betula	
325	67	Синтол_67	126325	16.08.2023	8	16	2023	11		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
327	68	Синтол_68	158483	16.08.2023	8	16	2023	11		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
329	69	Синтол_69	162155	16.08.2023	8	16	2023	11		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
331	70	Синтол_70	120935	16.08.2023	8	16	2023	11		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
333	71	Синтол_71	122152	16.08.2023	8	16	2023	11		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
335	72	Синтол_72	116834	16.08.2023	8	16	2023	11		mycopins		Drying						Coniferous forest		Shapsha		Betula	
337	73	Синтол_73	145070	26.08.2023	8	26	2023	12		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
339	74	Синтол_74	119239	26.08.2023	8	26	2023	12		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
341	75	Синтол_75	115919	26.08.2023	8	26	2023	12		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
343	76	Синтол_76	102483	28.08.2023	8	28	2023	12		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
345	77	Синтол_77	141993	28.08.2023	8	28	2023	12		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
347	78	Синтол_78	89415	28.08.2023	8	28	2023	12		mycopins		Drying						Aspen forest		Shapsha		Betula	
349	79	Синтол_79	145155	28.08.2023	8	28	2023	12		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
351	80	Синтол_80	129400	28.08.2023	8	28	2023	12		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
353	81	Синтол_81	109355	28.08.2023	8	28	2023	12		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
355	82	Синтол_82	137505	28.08.2023	8	28	2023	12		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
357	83	Синтол_83	155019	28.08.2023	8	28	2023	12		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
359	84	Синтол_84	129525	28.08.2023	8	28	2023	12		mycopins		Drying						Coniferous forest		Shapsha		Betula	
361	85	Синтол_85	137482	13.09.2023	9	13	2023	13		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
363	86	Синтол_86	134223	13.09.2023	9	13	2023	13		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
365	87	Синтол_87	108927	13.09.2023	9	13	2023	13		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
367	88	Синтол_88	136990	15.09.2023	9	15	2023	13		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
369	89	Синтол_89	120614	15.09.2023	9	15	2023	13		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
371	90	Синтол_90	132308	15.09.2023	9	15	2023	13		mycopins		Drying						Aspen forest		Shapsha		Betula	
373	91	Синтол_91	136049	15.09.2023	9	15	2023	13		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
375	92	Синтол_92	146519	15.09.2023	9	15	2023	13		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
377	93	Синтол_93	160177	15.09.2023	9	15	2023	13		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
379	94	Синтол_94	141931	15.09.2023	9	15	2023	13		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
381	95	Синтол_95	108393	15.09.2023	9	15	2023	13		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
383	96	Синтол_96	155184	15.09.2023	9	15	2023	13		mycopins		Drying						Coniferous forest		Shapsha		Betula	
385	97	Синтол_97	132691	22.09.2023	9	22	2023	14		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
387	98	Синтол_98	120346	22.09.2023	9	22	2023	14		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
389	99	Синтол_99	122753	22.09.2023	9	22	2023	14		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
391	100	Синтол_100	110871	28.09.2023	9	28	2023	14		mycopins		Drying						Aspen forest		Shapsha		Pinus sylvestris	
393	101	Синтол_101	113217	28.09.2023	9	28	2023	14		mycopins		Drying						Aspen forest		Shapsha		Larix sibirica	
395	102	Синтол_102	64653	28.09.2023	9	28	2023	14		mycopins		Drying						Aspen forest		Shapsha		Betula	
397	103	Синтол_103	85403	28.09.2023	9	28	2023	14		mycopins		Drying						Birch sphagnum forest		Shapsha		Pinus sylvestris	
399	104	Синтол_104	136971	28.09.2023	9	28	2023	14		mycopins		Drying						Birch sphagnum forest		Shapsha		Larix sibirica	
401	105	Синтол_105	142008	28.09.2023	9	28	2023	14		mycopins		Drying						Birch sphagnum forest		Shapsha		Betula	
403	106	Синтол_106	103179	28.09.2023	9	28	2023	14		mycopins		Drying						Coniferous forest		Shapsha		Pinus sylvestris	
405	107	Синтол_107	136791	28.09.2023	9	28	2023	14		mycopins		Drying						Coniferous forest		Shapsha		Larix sibirica	
407	108	Синтол_108	122636	28.09.2023	9	28	2023	14		mycopins		Drying						Coniferous forest		Shapsha		Betula	
409	109	Синтол_109	74118	03.10.2023	10	3	2023	14		mycopins		Drying					peatland	Treed bog		Mukhrino		Pinus sylvestris	
411	110	Синтол_110	132668	03.10.2023	10	3	2023	14		mycopins		Drying					peatland	Treed bog		Mukhrino		Larix sibirica	
413	111	Синтол_111	84496	03.10.2023	10	3	2023	14		mycopins		Drying					peatland	Treed bog		Mukhrino		Betula	
111	111	Евроген-111	66974	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-01	Pinus sylvestris	
112	112	Евроген-112	130445	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-02	Pinus sylvestris	
113	113	Евроген-113	33847	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-03	Pinus sylvestris	
114	114	Евроген-114	30154	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-04	Pinus sylvestris	
115	115	Евроген-115	49148	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-05	Pinus sylvestris	
116	116	Евроген-116	77051	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-06	Pinus sylvestris	
117	117	Евроген-117	23870	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-07	Pinus sylvestris	
118	118	Евроген-118	29032	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-08	Pinus sylvestris	
119	119	Евроген-119	70192	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-09	Pinus sylvestris	
120	120	Евроген-120	1412	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-10	Pinus sylvestris	1
121	121	Евроген-121	46649	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sib-01	Pinus sibirica	
122	122	Евроген-122	66362	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sib-02	Pinus sibirica	
123	123	Евроген-123	52937	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sib-03	Pinus sibirica	
124	124	Евроген-124	56093	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sib-04	Pinus sibirica	
125	125	Евроген-125	39179	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sib-05	Pinus sibirica	
126	126	Евроген-126	64948	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Shapsha	P-sylv-01	Pinus sylvestris	
127	127	Евроген-127	52656	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Shapsha	P-sylv-02	Pinus sylvestris	
128	128	Евроген-128	52046	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Shapsha	P-sylv-03	Pinus sylvestris	
129	129	Евроген-129	65066	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Shapsha	P-sylv-04	Pinus sylvestris	
130	130	Евроген-130	62823	31.05.2022	5	31	2022		spring	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Shapsha	P-sylv-05	Pinus sylvestris	
131	131	Евроген-131	136020	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Shapsha	P-sylv-06	Pinus sylvestris	
132	132	Евроген-132	1353	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Shapsha	P-sylv-07	Pinus sylvestris	1
133	133	Евроген-133	76180	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Shapsha	P-sylv-08	Pinus sylvestris	
134	134	Евроген-134	82815	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Shapsha	P-sylv-09	Pinus sylvestris	
135	135	Евроген-135	52556	31.05.2022	5	31	2022		spring	mycorrhiza		Freezing	na		na		peatland	Treed bog		Shapsha	P-sylv-10	Pinus sylvestris	
136	136	Евроген-136	118190	13.09.2022	9	13	2022		autumn	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-01	Pinus sylvestris	
137	137	Евроген-137	93029	13.09.2022	9	13	2022		autumn	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-02	Pinus sylvestris	
138	138	Евроген-138	78507	13.09.2022	9	13	2022		autumn	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-03	Pinus sylvestris	
139	139	Евроген-139	81385	13.09.2022	9	13	2022		autumn	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-04	Pinus sylvestris	
140	140	Евроген-140	65478	13.09.2022	9	13	2022		autumn	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sylv-05	Pinus sylvestris	
141	141	Евроген-141	34188	13.09.2022	9	13	2022		autumn	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-06	Pinus sylvestris	
142	142	Евроген-142	56816	13.09.2022	9	13	2022		autumn	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-07	Pinus sylvestris	
143	143	Евроген-143	62201	13.09.2022	9	13	2022		autumn	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-08	Pinus sylvestris	
144	144	Евроген-144	57705	13.09.2022	9	13	2022		autumn	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-09	Pinus sylvestris	
145	145	Евроген-145	78922	13.09.2022	9	13	2022		autumn	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sylv-10	Pinus sylvestris	
146	146	Евроген-146	50156	13.09.2022	9	13	2022		autumn	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sib-01	Pinus sibirica	
147	147	Евроген-147	51022	13.09.2022	9	13	2022		autumn	mycorrhiza		Freeze drying	na		na		peatland	Treed bog		Mukhrino	P-sib-02	Pinus sibirica	
148	148	Евроген-148	145799	13.09.2022	9	13	2022		autumn	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sib-03	Pinus sibirica	
149	149	Евроген-149	89043	13.09.2022	9	13	2022		autumn	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sib-04	Pinus sibirica	
150	150	Евроген-150	90060	13.09.2022	9	13	2022		autumn	mycorrhiza		Freezing	na		na		peatland	Treed bog		Mukhrino	P-sib-05	Pinus sibirica	
656	66	Синтол_25_66		27.08.2024	8	27	2024			peat	ural							высокогорное сфагновое болото на стоке грунтовых вод		Ner-Oyka	5		
659	69	Синтол_25_69		27.08.2024	8	27	2024			peat	ural							высокогорное сфагновое болото на стоке грунтовых вод		Ner-Oyka	5		
557	148	Синтол_148		25.07.2023	7	25	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pyt-Yakh	Lapsh1		
558	149	Синтол_149		25.07.2023	7	25	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pyt-Yakh	Lapsh2		
559	150	Синтол_150		25.07.2023	7	25	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pyt-Yakh	Lapsh3		
560	151	Синтол_151		25.07.2023	7	25	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pyt-Yakh	Lapsh4		
561	152	Синтол_152		25.07.2023	7	25	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pyt-Yakh	Lapsh5		
562	153	Синтол_153		25.07.2023	7	25	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pyt-Yakh	Lapsh6		
563	154	Синтол_154		25.07.2023	7	25	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pyt-Yakh	Lapsh7		
564	155	Синтол_155		25.07.2023	7	25	2023			peatspill		Freezing, drying					peatland	Raised bog	nodamage	Pyt-Yakh	Lapsh8		
565	156	Синтол_156		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	chloride	Pochechuyka	Poch1		
566	157	Синтол_157		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	chloride	Pochechuyka	Poch2b		
567	158	Синтол_158		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pochechuyka	Poch4		
568	159	Синтол_159		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pochechuyka	Poch5		
569	160	Синтол_160		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pochechuyka	Poch6		
570	161	Синтол_161		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pochechuyka	Poch8		
571	162	Синтол_162		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	oil	Pochechuyka	Poch11		
572	163	Синтол_163		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	chloride	Pochechuyka	Poch12		
573	164	Синтол_164		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	chloride	Pochechuyka	Poch13		
574	165	Синтол_165		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	chloride	Pochechuyka	Poch15		
575	166	Синтол_166		29.08.2023	8	29	2023			peatspill		Freezing, drying					peatland	Raised bog	chloride	Pochechuyka	Poch16		
576	167	Синтол_167		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	nodamage	Ermaki	Ermak114		
577	168	Синтол_168		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	nodamage	Ermaki	Ermak115		
578	169	Синтол_169		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	oilrecult	Ermaki	Ermak116		
579	170	Синтол_170		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	nodamage	Ermaki	Ermak117		
580	171	Синтол_171		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	oilrecult	Ermaki	Ermak118		
581	172	Синтол_172		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	oilrecult	Ermaki	Ermak119		
582	173	Синтол_173		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	oilrecult	Ermaki	Ermak120		
583	174	Синтол_174		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	oilrecult	Ermaki	Ermak121		
584	175	Синтол_175		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	nodamage	Ermaki	Ermak122		
585	176	Синтол_176		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	oil	Ermaki	Ermak123		
586	177	Синтол_177		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	nodamage	Ermaki	Ermak124		
587	178	Синтол_178		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	oilrecult	Ermaki	Ermak125		
588	179	Синтол_179		20.08.2023	8	20	2023			peatspill		Freezing, drying						Mesotrophic bog	oil	Ermaki	Ermak141		
589	180	Синтол_180		20.08.2023	8	20	2023			peatspill		Freezing, drying								Ermaki	Ermak731		
590	181	Синтол_181		20.08.2023	8	20	2023			peatspill		Freezing, drying								Ermaki	Ermak733		
441	126	Синтол_126		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-790	4	peatland	Sphagnum lawn		Mukhrino	Ho 2		
440	125	Синтол_125		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-770	4	peatland	Sphagnum lawn		Mukhrino	Ho 2		
448	133	Синтол_133		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-735	4	peatland	Sphagnum lawn		Mukhrino	Ho 3		
439	124	Синтол_124		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-730	4	peatland	Sphagnum lawn		Mukhrino	Ho 2		
466	147	Синтол_147		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-685	4	peatland	Treed bog		Mukhrino	Hu 3		
438	123	Синтол_123		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-650	4	peatland	Sphagnum lawn		Mukhrino	Ho 2		
447	132	Синтол_132		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-650	4	peatland	Sphagnum lawn		Mukhrino	Ho 3		
465	146	Синтол_146		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-635	4	peatland	Treed bog		Mukhrino	Hu 3		
432	117	Синтол_117		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-625	4	peatland	Sphagnum lawn		Mukhrino	Ho 1		
431	116	Синтол_116		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-550	4	peatland	Sphagnum lawn		Mukhrino	Ho 1		
437	122	Синтол_122		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-550	4	peatland	Sphagnum lawn		Mukhrino	Ho 2		
446	131	Синтол_131		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-550	4	peatland	Sphagnum lawn		Mukhrino	Ho 3		
464	145	Синтол_145		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-550	4	peatland	Treed bog		Mukhrino	Hu 3		
430	115	Синтол_115		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-450	3	peatland	Sphagnum lawn		Mukhrino	Ho 1		
436	121	Синтол_121		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-450	3	peatland	Sphagnum lawn		Mukhrino	Ho 2		
445	130	Синтол_130		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-450	3	peatland	Sphagnum lawn		Mukhrino	Ho 3		
463	144	Синтол_144		15.09.2023	9	15	2023			peatstrat		Freezing, freeze-drying			-450	3	peatland	Treed bog		Mukhrino	Hu 3		
