eventID,parentEventID,habitat,decimalLatitude,decimalLongitude,minimumElevationInMeters,samplingProtocol,sampleSizeValue,sampleSizeUnit,eventDate,country,countryCode,stateProvince,municipality,locality,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision
BogFungi_Plot_117_015,BogFungi_Plot_117,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89312,68.68300,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_118_015,BogFungi_Plot_118,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89316,68.68301,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_119_015,BogFungi_Plot_119,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89321,68.68301,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_120_015,BogFungi_Plot_120,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89325,68.68303,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_121_015,BogFungi_Plot_121,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89331,68.68305,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_122_015,BogFungi_Plot_122,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89337,68.68306,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_123_015,BogFungi_Plot_123,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89345,68.68306,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_124_015,BogFungi_Plot_124,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89350,68.68308,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_125_015,BogFungi_Plot_125,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89355,68.68307,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_126_015,BogFungi_Plot_126,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89360,68.68310,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_127_015,BogFungi_Plot_127,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89365,68.68313,38,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_128_015,BogFungi_Plot_128,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89368,68.68313,36,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_129_015,BogFungi_Plot_129,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89374,68.68313,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_130_015,BogFungi_Plot_130,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89379,68.68313,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_131_015,BogFungi_Plot_131,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89384,68.68312,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_132_015,BogFungi_Plot_132,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89388,68.68310,36,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_133_015,BogFungi_Plot_133,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89392,68.68310,36,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_134_015,BogFungi_Plot_134,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89396,68.68309,36,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_135_015,BogFungi_Plot_135,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89402,68.68308,36,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_136_015,BogFungi_Plot_136,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89406,68.68308,36,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_137_015,BogFungi_Plot_137,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89411,68.68307,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_138_015,BogFungi_Plot_138,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89414,68.68304,36,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_139_015,BogFungi_Plot_139,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89418,68.68305,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_140_015,BogFungi_Plot_140,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89421,68.68304,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_141_015,BogFungi_Plot_141,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89422,68.68300,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_142_015,BogFungi_Plot_142,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68288,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_143_015,BogFungi_Plot_143,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68278,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_144_015,BogFungi_Plot_144,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68270,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_145_015,BogFungi_Plot_145,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68257,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_146_015,BogFungi_Plot_146,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68246,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_147_015,BogFungi_Plot_147,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68232,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_148_015,BogFungi_Plot_148,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89418,68.68224,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_149_015,BogFungi_Plot_149,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89417,68.68210,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_150_015,BogFungi_Plot_150,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89417,68.68195,37,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_151_015,BogFungi_Plot_151,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89427,68.68301,36,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_152_015,BogFungi_Plot_152,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89430,68.68304,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_153_015,BogFungi_Plot_153,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89430,68.68299,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_154_015,BogFungi_Plot_154,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89437,68.68304,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_155_015,BogFungi_Plot_155,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89441,68.68307,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_156_015,BogFungi_Plot_156,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89446,68.68311,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_157_015,BogFungi_Plot_157,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89450,68.68314,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_158_015,BogFungi_Plot_158,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89454,68.68317,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_159_015,BogFungi_Plot_159,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89458,68.68320,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_160_015,BogFungi_Plot_160,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89462,68.68322,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_161_015,BogFungi_Plot_161,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89466,68.68325,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_162_015,BogFungi_Plot_162,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89472,68.68328,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_163_015,BogFungi_Plot_163,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89474,68.68331,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_164_015,BogFungi_Plot_164,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89478,68.68333,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_165_015,BogFungi_Plot_165,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89483,68.68335,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_166_015,BogFungi_Plot_166,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89488,68.68336,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_167_015,BogFungi_Plot_167,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89494,68.68337,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_168_015,BogFungi_Plot_168,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89498,68.68339,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_169_015,BogFungi_Plot_169,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89502,68.68338,34,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_170_015,BogFungi_Plot_170,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89507,68.68339,35,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_171_015,BogFungi_Plot_171,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89511,68.68341,34,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_172_015,BogFungi_Plot_172,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89516,68.68343,34,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_173_015,BogFungi_Plot_173,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89190,68.68228,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_174_015,BogFungi_Plot_174,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89189,68.68219,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_175_015,BogFungi_Plot_175,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89188,68.68210,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_176_015,BogFungi_Plot_176,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89187,68.68202,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_177_015,BogFungi_Plot_177,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89186,68.68192,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_178_015,BogFungi_Plot_178,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89186,68.68184,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_179_015,BogFungi_Plot_179,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89185,68.68177,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_180_015,BogFungi_Plot_180,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68168,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_181_015,BogFungi_Plot_181,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68158,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_182_015,BogFungi_Plot_182,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68149,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_183_015,BogFungi_Plot_183,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89184,68.68139,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_184_015,BogFungi_Plot_184,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68129,32,Plot-based fruitbodies count,5,square metre,2015-05-29,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
