eventID,parentEventID,habitat,decimalLatitude,decimalLongitude,minimumElevationInMeters,samplingProtocol,sampleSizeValue,sampleSizeUnit,eventDate,country,countryCode,stateProvince,municipality,locality,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision
BogFungi_Plot_140_091,BogFungi_Plot_140,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89421,68.68304,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_141_091,BogFungi_Plot_141,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89422,68.68300,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_142_091,BogFungi_Plot_142,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68288,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_143_091,BogFungi_Plot_143,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68278,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_144_091,BogFungi_Plot_144,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68270,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_145_091,BogFungi_Plot_145,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68257,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_146_091,BogFungi_Plot_146,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89420,68.68246,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_147_091,BogFungi_Plot_147,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89419,68.68232,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_148_091,BogFungi_Plot_148,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89418,68.68224,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_149_091,BogFungi_Plot_149,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89417,68.68210,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_150_091,BogFungi_Plot_150,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89417,68.68195,37,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_151_091,BogFungi_Plot_151,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89427,68.68301,36,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_152_091,BogFungi_Plot_152,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89430,68.68304,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_153_091,BogFungi_Plot_153,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89430,68.68299,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_154_091,BogFungi_Plot_154,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89437,68.68304,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_155_091,BogFungi_Plot_155,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89441,68.68307,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_156_091,BogFungi_Plot_156,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89446,68.68311,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_157_091,BogFungi_Plot_157,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89450,68.68314,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_158_091,BogFungi_Plot_158,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89454,68.68317,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_159_091,BogFungi_Plot_159,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89458,68.68320,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_160_091,BogFungi_Plot_160,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89462,68.68322,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_161_091,BogFungi_Plot_161,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89466,68.68325,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_162_091,BogFungi_Plot_162,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89472,68.68328,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_163_091,BogFungi_Plot_163,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89474,68.68331,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_164_091,BogFungi_Plot_164,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89478,68.68333,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_165_091,BogFungi_Plot_165,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89483,68.68335,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_166_091,BogFungi_Plot_166,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89488,68.68336,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_167_091,BogFungi_Plot_167,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89494,68.68337,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_168_091,BogFungi_Plot_168,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89498,68.68339,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_169_091,BogFungi_Plot_169,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89502,68.68338,34,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_170_091,BogFungi_Plot_170,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89507,68.68339,35,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_171_091,BogFungi_Plot_171,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89511,68.68341,34,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_172_091,BogFungi_Plot_172,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89516,68.68343,34,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_173_091,BogFungi_Plot_173,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89190,68.68228,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_174_091,BogFungi_Plot_174,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89189,68.68219,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_175_091,BogFungi_Plot_175,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89188,68.68210,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_176_091,BogFungi_Plot_176,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89187,68.68202,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_177_091,BogFungi_Plot_177,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89186,68.68192,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_178_091,BogFungi_Plot_178,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89186,68.68184,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_179_091,BogFungi_Plot_179,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89185,68.68177,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_180_091,BogFungi_Plot_180,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68168,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_181_091,BogFungi_Plot_181,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68158,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_182_091,BogFungi_Plot_182,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68149,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_183_091,BogFungi_Plot_183,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89184,68.68139,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_184_091,BogFungi_Plot_184,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68129,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_185_091,BogFungi_Plot_185,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.68119,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_186_091,BogFungi_Plot_186,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89182,68.68110,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_187_091,BogFungi_Plot_187,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89183,68.68103,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_188_091,BogFungi_Plot_188,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89183,68.68094,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_189_091,BogFungi_Plot_189,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89183,68.68083,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_190_091,BogFungi_Plot_190,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89182,68.68076,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_191_091,BogFungi_Plot_191,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89182,68.68066,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_192_091,BogFungi_Plot_192,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89181,68.68057,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_193_091,BogFungi_Plot_193,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89181,68.68049,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_194_091,BogFungi_Plot_194,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89181,68.68039,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_195_091,BogFungi_Plot_195,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89181,68.68030,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_196_091,BogFungi_Plot_196,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89181,68.68021,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_197_091,BogFungi_Plot_197,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89181,68.68013,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_198_091,BogFungi_Plot_198,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89181,68.68009,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_199_091,BogFungi_Plot_199,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89180,68.67998,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_200_091,BogFungi_Plot_200,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89179,68.67979,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_201_091,BogFungi_Plot_201,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89180,68.67964,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_202_091,BogFungi_Plot_202,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89180,68.67956,32,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_203_091,BogFungi_Plot_203,"Raised bog community with Pinus sylvestris, dwarfshrubs and dominating S. fuscum.",60.89180,68.67946,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_204_091,BogFungi_Plot_204,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89180,68.67937,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_205_091,BogFungi_Plot_205,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89182,68.67925,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_206_091,BogFungi_Plot_206,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89184,68.67920,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_207_091,BogFungi_Plot_207,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89186,68.67906,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
BogFungi_Plot_208_091,BogFungi_Plot_208,Graminoid-Sphagnum community of waterlogged lawns of raised bog.,60.89187,68.67899,31,Plot-based fruitbodies count,5,square metre,2022-07-11,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Khanty-Mansiysk,"Mukhrino Field Station of Yugra State University, 30 km to the SW from Khanty-Mansiysk",WGS84,3,0.00001
